carrier,carrier_zh,avg_ocei_kgco2e_m2,share,share_percent
electricity,电力,13.082386033575718,0.2740764248336994,27.407642483369937
natural_gas,天然气,19.034288544360813,0.38802792058577806,38.80279205857781
district_heating,区域供热,10.684491326169047,0.2178467901695002,21.78467901695002
district_cooling,区域供冷,5.902996941048901,0.12004886441102246,12.004886441102245
